"","model_label","Model_Code","refLabel","refPercent","BpS_Name","OID_","Value","Count","Feature_hoos2","bps_aoi","scls_aoi","MAP_UNIT_SYMBOL","BPS_NAME","total_count","currentPercent"
"287","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",478,478,720,9,2079,180,"223De05","Central Interior Highlands Calcareous Glade and Barrens",3054,23
"288","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",520,520,1723,10,2079,180,"223De06","Central Interior Highlands Calcareous Glade and Barrens",20079,8
"289","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",38,38,66,1,2079,120,"223Ba01","Central Interior Highlands Calcareous Glade and Barrens",203,32
"290","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",127,127,5,4,2079,120,"223Ba04","Central Interior Highlands Calcareous Glade and Barrens",67,7
"291","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",136,136,9,3,2079,120,"223Ba03","Central Interior Highlands Calcareous Glade and Barrens",38,23
"292","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",199,199,16,2,2079,120,"223Ba02","Central Interior Highlands Calcareous Glade and Barrens",65,24
"293","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",249,249,65,5,2079,120,"223De01","Central Interior Highlands Calcareous Glade and Barrens",690,9
"294","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",310,310,8,7,2079,120,"223De03","Central Interior Highlands Calcareous Glade and Barrens",371,2
"295","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",359,359,6,6,2079,120,"223De02","Central Interior Highlands Calcareous Glade and Barrens",14,42
"296","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",420,420,269,8,2079,120,"223De04","Central Interior Highlands Calcareous Glade and Barrens",3035,8
"297","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",462,462,279,9,2079,120,"223De05","Central Interior Highlands Calcareous Glade and Barrens",3054,9
"298","14010_43_44_47_48_53_Developed","14010_43_44_47_48_53","Developed",0,"Central Interior Highlands Calcareous Glade and Barrens",505,505,902,10,2079,120,"223De06","Central Interior Highlands Calcareous Glade and Barrens",20079,4
"299","14010_43_44_47_48_53_Water","14010_43_44_47_48_53","Water",0,"Central Interior Highlands Calcareous Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",28,28,92,1,2079,6,"223Ba01","Central Interior Highlands Calcareous Glade and Barrens",203,45
"301","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",90,90,11,3,2079,6,"223Ba03","Central Interior Highlands Calcareous Glade and Barrens",38,28
"302","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",124,124,44,4,2079,6,"223Ba04","Central Interior Highlands Calcareous Glade and Barrens",67,65
"303","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",214,214,27,2,2079,6,"223Ba02","Central Interior Highlands Calcareous Glade and Barrens",65,41
"304","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",250,250,422,5,2079,6,"223De01","Central Interior Highlands Calcareous Glade and Barrens",690,61
"305","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",298,298,324,7,2079,6,"223De03","Central Interior Highlands Calcareous Glade and Barrens",371,87
"306","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",382,382,1,6,2079,6,"223De02","Central Interior Highlands Calcareous Glade and Barrens",14,7
"307","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",400,400,1473,8,2079,6,"223De04","Central Interior Highlands Calcareous Glade and Barrens",3035,48
"308","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",442,442,1553,9,2079,6,"223De05","Central Interior Highlands Calcareous Glade and Barrens",3054,50
"309","14010_43_44_47_48_53_UN","14010_43_44_47_48_53","UN",0,"Central Interior Highlands Calcareous Glade and Barrens",499,499,14695,10,2079,6,"223De06","Central Interior Highlands Calcareous Glade and Barrens",20079,73
"310","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",34,34,36,1,2079,7,"223Ba01","Central Interior Highlands Calcareous Glade and Barrens",203,17
"311","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",83,83,11,3,2079,7,"223Ba03","Central Interior Highlands Calcareous Glade and Barrens",38,28
"312","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",139,139,11,4,2079,7,"223Ba04","Central Interior Highlands Calcareous Glade and Barrens",67,16
"313","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",217,217,13,2,2079,7,"223Ba02","Central Interior Highlands Calcareous Glade and Barrens",65,20
"314","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",251,251,117,5,2079,7,"223De01","Central Interior Highlands Calcareous Glade and Barrens",690,16
"315","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",303,303,13,7,2079,7,"223De03","Central Interior Highlands Calcareous Glade and Barrens",371,3
"316","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",358,358,3,6,2079,7,"223De02","Central Interior Highlands Calcareous Glade and Barrens",14,21
"317","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",429,429,244,8,2079,7,"223De04","Central Interior Highlands Calcareous Glade and Barrens",3035,8
"318","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",463,463,502,9,2079,7,"223De05","Central Interior Highlands Calcareous Glade and Barrens",3054,16
"319","14010_43_44_47_48_53_UE","14010_43_44_47_48_53","UE",0,"Central Interior Highlands Calcareous Glade and Barrens",519,519,2753,10,2079,7,"223De06","Central Interior Highlands Calcareous Glade and Barrens",20079,13
"320","14180_47_A","14180_47","A",72,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","14180_47_B","14180_47","B",4,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","14180_47_C","14180_47","C",20,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","14180_47_D","14180_47","D",4,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","14180_47_E","14180_47","E",NA,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","14180_47_Agriculture","14180_47","Agriculture",0,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","14180_47_Developed","14180_47","Developed",0,"Pennyroyal Karst Plain Prairie and Barrens",231,231,1,1,2081,120,"223Ba01","Pennyroyal Karst Plain Prairie and Barrens",2,50
"327","14180_47_Water","14180_47","Water",0,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","14180_47_UN","14180_47","UN",0,"Pennyroyal Karst Plain Prairie and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","14180_47_UE","14180_47","UE",0,"Pennyroyal Karst Plain Prairie and Barrens",230,230,1,1,2081,7,"223Ba01","Pennyroyal Karst Plain Prairie and Barrens",2,50
"330","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",69,69,17,1,2084,1,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,0
"331","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",177,177,2,2,2084,1,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,0
"332","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",191,191,2,4,2084,1,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,0
"333","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",268,268,12,5,2084,1,"223De01","Central Interior and Appalachian Floodplain Systems",13977,0
"334","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",321,321,1,7,2084,1,"223De03","Central Interior and Appalachian Floodplain Systems",1693,0
"335","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",469,469,9,9,2084,1,"223De05","Central Interior and Appalachian Floodplain Systems",9630,0
"336","14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems",509,509,62,10,2084,1,"223De06","Central Interior and Appalachian Floodplain Systems",15025,0
"337","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",12,12,1286,1,2084,2,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,13
"338","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",55,55,151,3,2084,2,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,6
"339","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",141,141,740,4,2084,2,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,17
"340","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",162,162,709,2,2084,2,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,6
"341","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",246,246,1525,5,2084,2,"223De01","Central Interior and Appalachian Floodplain Systems",13977,10
"342","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",293,293,477,7,2084,2,"223De03","Central Interior and Appalachian Floodplain Systems",1693,28
"343","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",333,333,149,6,2084,2,"223De02","Central Interior and Appalachian Floodplain Systems",1500,9
"344","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",404,404,363,8,2084,2,"223De04","Central Interior and Appalachian Floodplain Systems",5625,6
"345","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",447,447,569,9,2084,2,"223De05","Central Interior and Appalachian Floodplain Systems",9630,5
"346","14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems",491,491,1399,10,2084,2,"223De06","Central Interior and Appalachian Floodplain Systems",15025,9
"347","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",11,11,5693,1,2084,3,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,60
"348","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",56,56,1422,3,2084,3,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,58
"349","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",137,137,1852,4,2084,3,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,42
"350","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",160,160,4758,2,2084,3,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,41
"351","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",245,245,7898,5,2084,3,"223De01","Central Interior and Appalachian Floodplain Systems",13977,56
"352","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",291,291,910,7,2084,3,"223De03","Central Interior and Appalachian Floodplain Systems",1693,53
"353","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",325,325,709,6,2084,3,"223De02","Central Interior and Appalachian Floodplain Systems",1500,47
"354","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",391,391,4437,8,2084,3,"223De04","Central Interior and Appalachian Floodplain Systems",5625,78
"355","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",444,444,6178,9,2084,3,"223De05","Central Interior and Appalachian Floodplain Systems",9630,64
"356","14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems",490,490,9866,10,2084,3,"223De06","Central Interior and Appalachian Floodplain Systems",15025,65
"357","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",24,24,104,1,2084,4,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,1
"358","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",103,103,14,3,2084,4,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,0
"359","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",163,163,37,4,2084,4,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,0
"360","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",183,183,52,2,2084,4,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,0
"361","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",272,272,28,5,2084,4,"223De01","Central Interior and Appalachian Floodplain Systems",13977,0
"362","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",313,313,3,7,2084,4,"223De03","Central Interior and Appalachian Floodplain Systems",1693,0
"363","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",369,369,2,6,2084,4,"223De02","Central Interior and Appalachian Floodplain Systems",1500,0
"364","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",413,413,14,8,2084,4,"223De04","Central Interior and Appalachian Floodplain Systems",5625,0
"365","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",472,472,15,9,2084,4,"223De05","Central Interior and Appalachian Floodplain Systems",9630,0
"366","14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems",518,518,23,10,2084,4,"223De06","Central Interior and Appalachian Floodplain Systems",15025,0
"367","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",22,22,57,1,2084,5,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,0
"368","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",63,63,6,3,2084,5,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,0
"369","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",176,176,48,4,2084,5,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,1
"370","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",182,182,26,2,2084,5,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,0
"371","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",273,273,26,5,2084,5,"223De01","Central Interior and Appalachian Floodplain Systems",13977,0
"372","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",320,320,3,7,2084,5,"223De03","Central Interior and Appalachian Floodplain Systems",1693,0
"373","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",368,368,9,6,2084,5,"223De02","Central Interior and Appalachian Floodplain Systems",1500,0
"374","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",423,423,3,8,2084,5,"223De04","Central Interior and Appalachian Floodplain Systems",5625,0
"375","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",522,522,6,9,2084,5,"223De05","Central Interior and Appalachian Floodplain Systems",9630,0
"376","14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems",535,535,3,10,2084,5,"223De06","Central Interior and Appalachian Floodplain Systems",15025,0
"377","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",31,31,724,1,2084,180,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,7
"378","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",93,93,352,3,2084,180,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,14
"379","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",133,133,933,4,2084,180,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,21
"380","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",169,169,4129,2,2084,180,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,35
"381","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",262,262,1886,5,2084,180,"223De01","Central Interior and Appalachian Floodplain Systems",13977,13
"382","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",296,296,89,7,2084,180,"223De03","Central Interior and Appalachian Floodplain Systems",1693,5
"383","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",351,351,411,6,2084,180,"223De02","Central Interior and Appalachian Floodplain Systems",1500,27
"384","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",421,421,246,8,2084,180,"223De04","Central Interior and Appalachian Floodplain Systems",5625,4
"385","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",456,456,1074,9,2084,180,"223De05","Central Interior and Appalachian Floodplain Systems",9630,11
"386","14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",517,517,1265,10,2084,180,"223De06","Central Interior and Appalachian Floodplain Systems",15025,8
"387","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",32,32,456,1,2084,120,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,4
"388","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",73,73,149,3,2084,120,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,6
"389","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",107,107,439,4,2084,120,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,10
"390","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",145,145,667,2,2084,120,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,5
"391","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",269,269,926,5,2084,120,"223De01","Central Interior and Appalachian Floodplain Systems",13977,6
"392","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",311,311,125,7,2084,120,"223De03","Central Interior and Appalachian Floodplain Systems",1693,7
"393","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",343,343,149,6,2084,120,"223De02","Central Interior and Appalachian Floodplain Systems",1500,9
"394","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",419,419,224,8,2084,120,"223De04","Central Interior and Appalachian Floodplain Systems",5625,3
"395","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",453,453,682,9,2084,120,"223De05","Central Interior and Appalachian Floodplain Systems",9630,7
"396","14710_47_48_53_54_57_59_60_61_63_Developed","14710_47_48_53_54_57_59_60_61_63","Developed",0,"Central Interior and Appalachian Floodplain Systems",510,510,744,10,2084,120,"223De06","Central Interior and Appalachian Floodplain Systems",15025,4
"397","14710_47_48_53_54_57_59_60_61_63_Water","14710_47_48_53_54_57_59_60_61_63","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",27,27,373,1,2084,6,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,3
"399","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",68,68,92,3,2084,6,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,3
"400","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",120,120,83,4,2084,6,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,1
"401","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",172,172,298,2,2084,6,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,2
"402","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",265,265,508,5,2084,6,"223De01","Central Interior and Appalachian Floodplain Systems",13977,3
"403","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",307,307,16,7,2084,6,"223De03","Central Interior and Appalachian Floodplain Systems",1693,0
"404","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",362,362,16,6,2084,6,"223De02","Central Interior and Appalachian Floodplain Systems",1500,1
"405","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",398,398,157,8,2084,6,"223De04","Central Interior and Appalachian Floodplain Systems",5625,2
"406","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",455,455,292,9,2084,6,"223De05","Central Interior and Appalachian Floodplain Systems",9630,3
"407","14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",513,513,523,10,2084,6,"223De06","Central Interior and Appalachian Floodplain Systems",15025,3
"408","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",25,25,748,1,2084,7,"223Ba01","Central Interior and Appalachian Floodplain Systems",9458,7
"409","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",78,78,230,3,2084,7,"223Ba03","Central Interior and Appalachian Floodplain Systems",2416,9
"410","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",108,108,205,4,2084,7,"223Ba04","Central Interior and Appalachian Floodplain Systems",4339,4
