"","model_label","Model_Code","refLabel","refPercent","BpS_Name","OID_","Value","Count","Feature_hoos2","bps_aoi","scls_aoi","MAP_UNIT_SYMBOL","BPS_NAME","total_count","currentPercent"
"548","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",521,521,102,10,2088,6,"223De06","Central Interior and Appalachian Swamp Systems",5223,1
"549","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",30,30,315,1,2088,7,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,8
"550","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",91,91,59,3,2088,7,"223Ba03","Central Interior and Appalachian Swamp Systems",381,15
"551","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",113,113,117,4,2088,7,"223Ba04","Central Interior and Appalachian Swamp Systems",1486,7
"552","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",179,179,234,2,2088,7,"223Ba02","Central Interior and Appalachian Swamp Systems",2543,9
"553","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",236,236,970,5,2088,7,"223De01","Central Interior and Appalachian Swamp Systems",12003,8
"554","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",301,301,37,7,2088,7,"223De03","Central Interior and Appalachian Swamp Systems",1233,3
"555","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",335,335,64,6,2088,7,"223De02","Central Interior and Appalachian Swamp Systems",680,9
"556","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",416,416,262,8,2088,7,"223De04","Central Interior and Appalachian Swamp Systems",2871,9
"557","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",448,448,404,9,2088,7,"223De05","Central Interior and Appalachian Swamp Systems",2623,15
"558","14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",498,498,557,10,2088,7,"223De06","Central Interior and Appalachian Swamp Systems",5223,10
"559","15180_43_47_49_52_62_63_64_65_A","15180_43_47_49_52_62_63_64_65","A",11,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods",47,47,69,1,2091,2,"223Ba01","North-Central Interior Wet Flatwoods",251,27
"561","15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods",81,81,145,3,2091,2,"223Ba03","North-Central Interior Wet Flatwoods",358,40
"562","15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods",167,167,103,2,2091,2,"223Ba02","North-Central Interior Wet Flatwoods",349,29
"563","15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods",205,205,13,4,2091,2,"223Ba04","North-Central Interior Wet Flatwoods",22,59
"564","15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","B",16,"North-Central Interior Wet Flatwoods",258,258,1,5,2091,2,"223De01","North-Central Interior Wet Flatwoods",9,11
"565","15180_43_47_49_52_62_63_64_65_C","15180_43_47_49_52_62_63_64_65","C",73,"North-Central Interior Wet Flatwoods",86,86,2,1,2091,3,"223Ba01","North-Central Interior Wet Flatwoods",251,0
"566","15180_43_47_49_52_62_63_64_65_C","15180_43_47_49_52_62_63_64_65","C",73,"North-Central Interior Wet Flatwoods",206,206,2,2,2091,3,"223Ba02","North-Central Interior Wet Flatwoods",349,0
"567","15180_43_47_49_52_62_63_64_65_D","15180_43_47_49_52_62_63_64_65","D",NA,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","15180_43_47_49_52_62_63_64_65_E","15180_43_47_49_52_62_63_64_65","E",NA,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",44,44,114,1,2091,180,"223Ba01","North-Central Interior Wet Flatwoods",251,45
"570","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",87,87,95,3,2091,180,"223Ba03","North-Central Interior Wet Flatwoods",358,26
"571","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",189,189,135,2,2091,180,"223Ba02","North-Central Interior Wet Flatwoods",349,38
"572","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",212,212,3,4,2091,180,"223Ba04","North-Central Interior Wet Flatwoods",22,13
"573","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",386,386,8,5,2091,180,"223De01","North-Central Interior Wet Flatwoods",9,88
"574","15180_43_47_49_52_62_63_64_65_Agriculture","15180_43_47_49_52_62_63_64_65","Agriculture",0,"North-Central Interior Wet Flatwoods",537,537,4,10,2091,180,"223De06","North-Central Interior Wet Flatwoods",4,100
"575","15180_43_47_49_52_62_63_64_65_Developed","15180_43_47_49_52_62_63_64_65","Developed",0,"North-Central Interior Wet Flatwoods",75,75,32,3,2091,120,"223Ba03","North-Central Interior Wet Flatwoods",358,8
"576","15180_43_47_49_52_62_63_64_65_Developed","15180_43_47_49_52_62_63_64_65","Developed",0,"North-Central Interior Wet Flatwoods",94,94,42,1,2091,120,"223Ba01","North-Central Interior Wet Flatwoods",251,16
"577","15180_43_47_49_52_62_63_64_65_Developed","15180_43_47_49_52_62_63_64_65","Developed",0,"North-Central Interior Wet Flatwoods",171,171,78,2,2091,120,"223Ba02","North-Central Interior Wet Flatwoods",349,22
"578","15180_43_47_49_52_62_63_64_65_Developed","15180_43_47_49_52_62_63_64_65","Developed",0,"North-Central Interior Wet Flatwoods",203,203,4,4,2091,120,"223Ba04","North-Central Interior Wet Flatwoods",22,18
"579","15180_43_47_49_52_62_63_64_65_Water","15180_43_47_49_52_62_63_64_65","Water",0,"North-Central Interior Wet Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","15180_43_47_49_52_62_63_64_65_UN","15180_43_47_49_52_62_63_64_65","UN",0,"North-Central Interior Wet Flatwoods",99,99,3,3,2091,6,"223Ba03","North-Central Interior Wet Flatwoods",358,0
"581","15180_43_47_49_52_62_63_64_65_UN","15180_43_47_49_52_62_63_64_65","UN",0,"North-Central Interior Wet Flatwoods",173,173,2,2,2091,6,"223Ba02","North-Central Interior Wet Flatwoods",349,0
"582","15180_43_47_49_52_62_63_64_65_UN","15180_43_47_49_52_62_63_64_65","UN",0,"North-Central Interior Wet Flatwoods",218,218,2,1,2091,6,"223Ba01","North-Central Interior Wet Flatwoods",251,0
"583","15180_43_47_49_52_62_63_64_65_UE","15180_43_47_49_52_62_63_64_65","UE",0,"North-Central Interior Wet Flatwoods",42,42,22,1,2091,7,"223Ba01","North-Central Interior Wet Flatwoods",251,8
"584","15180_43_47_49_52_62_63_64_65_UE","15180_43_47_49_52_62_63_64_65","UE",0,"North-Central Interior Wet Flatwoods",80,80,83,3,2091,7,"223Ba03","North-Central Interior Wet Flatwoods",358,23
"585","15180_43_47_49_52_62_63_64_65_UE","15180_43_47_49_52_62_63_64_65","UE",0,"North-Central Interior Wet Flatwoods",170,170,29,2,2091,7,"223Ba02","North-Central Interior Wet Flatwoods",349,8
"586","15180_43_47_49_52_62_63_64_65_UE","15180_43_47_49_52_62_63_64_65","UE",0,"North-Central Interior Wet Flatwoods",222,222,2,4,2091,7,"223Ba04","North-Central Interior Wet Flatwoods",22,9
