OID_,Value,Count,Feature_hoos2,bps_aoi,evt_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
803,803,246,5,2079,7305,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
804,804,76,5,2079,9315,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood
805,805,283,5,2072,7929,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
806,806,130,5,2067,7929,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Herbaceous,Developed
807,807,1342,5,2067,7905,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Deciduous Forest,Developed
808,808,185,5,2067,7907,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Mixed Forest,Developed
809,809,181,5,2067,7925,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Deciduous Forest,Developed
810,810,3,5,2067,9725,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Herbaceous,Riparian
811,811,64,5,2072,9317,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
812,812,242,5,2085,9223,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Forest,Riparian
813,813,525,5,2088,7974,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Row Crop,Agricultural
814,814,26,5,2079,7974,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Row Crop,Agricultural
815,815,85,5,2088,7976,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
816,816,5927,5,2085,7974,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Row Crop,Agricultural
817,817,1,5,2091,7321,223De01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Mesophytic Forest,Hardwood
818,818,29,5,2085,7925,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Deciduous Forest,Developed
819,819,834,5,2085,9817,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Meadow,Exotic Herbaceous
820,820,2638,5,2084,7305,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
821,821,9,5,2085,9725,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Herbaceous,Riparian
822,822,294,5,2067,7908,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Herbaceous,Developed
823,823,702,5,2088,9315,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Forest,Conifer-Hardwood
824,824,961,5,2084,7974,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Row Crop,Agricultural
825,825,6597,5,2085,7305,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
826,826,153,5,2072,7927,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Mixed Forest,Developed
827,827,68,5,2067,7906,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Evergreen Forest,Developed
828,828,164,5,2072,7297,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Medium Intensity,Developed-Medium Intensity
829,829,44,5,2072,7298,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-High Intensity,Developed-High Intensity
830,830,2662,5,2085,7977,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Pasture and Hayland,Agricultural
831,831,705,5,2088,7977,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Pasture and Hayland,Agricultural
832,832,65,5,2067,7297,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Medium Intensity,Developed-Medium Intensity
833,833,37,5,2088,7457,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
834,834,923,5,2084,9315,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Forest,Conifer-Hardwood
835,835,1585,5,2085,9315,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Native Ruderal Forest,Conifer-Hardwood
836,836,128,5,2084,9223,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Forest,Riparian
837,837,369,5,2088,7299,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Roads,Developed-Roads
838,838,1,5,2072,7970,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Orchard,Agricultural
839,839,122,5,2088,7905,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Deciduous Forest,Developed
840,840,208,5,2084,9817,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Meadow,Exotic Herbaceous
841,841,1,5,2070,7321,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,South-Central Interior Mesophytic Forest,Hardwood
842,842,801,5,2084,7977,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Pasture and Hayland,Agricultural
843,843,202,5,2084,7905,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Deciduous Forest,Developed
844,844,11,5,2067,7295,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
845,845,124,5,2072,7295,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
846,846,8560,5,11,7292,223De01,,Open Water,0,0,0,0,Open Water,Open Water
847,847,18,5,2072,9725,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Herbaceous,Riparian
848,848,135,5,2085,9314,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
849,849,120,5,2084,7976,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
850,850,1830,5,2085,7299,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Roads,Developed-Roads
851,851,2,5,2079,7925,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Deciduous Forest,Developed
852,852,54,5,2079,7977,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Pasture and Hayland,Agricultural
853,853,754,5,2085,7976,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
854,854,35,5,2085,7457,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
855,855,612,5,2084,7299,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Roads,Developed-Roads
856,856,31,5,2072,7457,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
857,857,26,5,2084,7908,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Herbaceous,Developed
858,858,13,5,2088,7925,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Deciduous Forest,Developed
859,859,29,5,2072,9223,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Forest,Riparian
860,860,633,5,2085,7905,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Deciduous Forest,Developed
861,861,28,5,2088,9318,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
862,862,40,5,2079,9817,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Meadow,Exotic Herbaceous
863,863,28,5,2067,9317,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
864,864,25,5,2067,7457,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
865,865,6,5,2088,7927,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Mixed Forest,Developed
866,866,37,5,2067,7975,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Close Grown Crop,Agricultural
867,867,15,5,2088,7908,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Herbaceous,Developed
868,868,9,5,2084,7907,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
869,869,67,5,2078,7305,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
870,870,64,5,2067,9726,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
871,871,10,5,2088,7907,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Mixed Forest,Developed
872,872,7,5,2085,7929,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Herbaceous,Developed
873,873,58,5,2085,7908,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Herbaceous,Developed
874,874,52,5,2085,7909,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Shrubland,Developed
875,875,52,5,2085,7296,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Low Intensity,Developed-Low Intensity
876,876,3408,5,2085,9224,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Small Stream and Riparian Forest,Riparian
877,877,14,5,2084,7457,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
878,878,6,5,2084,7929,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Herbaceous,Developed
879,879,108,5,2067,9224,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Small Stream and Riparian Forest,Riparian
880,880,116,5,2072,9726,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
881,881,208,5,2072,9224,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Small Stream and Riparian Forest,Riparian
882,882,12,5,2084,7925,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Deciduous Forest,Developed
883,883,557,5,2084,9224,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Forest,Riparian
884,884,19,5,2084,9314,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
885,885,43,5,2085,7975,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Close Grown Crop,Agricultural
886,886,7,5,2085,9317,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
887,887,3,5,2079,7929,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Herbaceous,Developed
888,888,4,5,2079,7908,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed
889,889,41,5,2085,7907,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Mixed Forest,Developed
890,890,2,5,2079,7296,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity
891,891,3,5,2079,7928,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Shrubland,Developed
892,892,2,5,2079,7909,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Shrubland,Developed
893,893,20,5,2084,7296,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Low Intensity,Developed-Low Intensity
894,894,1,5,2079,9317,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
895,895,7,5,2085,7906,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Evergreen Forest,Developed
896,896,10,5,2085,7927,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Mixed Forest,Developed
897,897,334,5,2088,9224,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Small Stream and Riparian Forest,Riparian
898,898,13,5,2088,7296,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Low Intensity,Developed-Low Intensity
899,899,1,5,2085,7928,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Shrubland,Developed
900,900,3,5,2079,7927,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Mixed Forest,Developed
901,901,27,5,2084,7909,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Shrubland,Developed
902,902,38,5,2084,9726,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
903,903,6,5,2084,7927,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Mixed Forest,Developed
904,904,2,5,2072,9314,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
905,905,1,5,2085,7295,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
906,906,2,5,2084,7297,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Medium Intensity,Developed-Medium Intensity
907,907,115,5,2085,9318,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
908,908,6,5,2088,7297,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Medium Intensity,Developed-Medium Intensity
909,909,88,5,2088,7295,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
910,910,14,5,2084,9318,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
911,911,4,5,2088,9317,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
912,912,18,5,2067,7298,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-High Intensity,Developed-High Intensity
913,913,3,5,2079,7295,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
914,914,6,5,2079,9224,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Small Stream and Riparian Forest,Riparian
915,915,374,5,2085,9726,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
916,916,21,5,2088,9314,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
917,917,2,5,2088,7298,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-High Intensity,Developed-High Intensity
918,918,115,5,2088,9726,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
919,919,1,5,2088,7928,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Shrubland,Developed
920,920,10,5,2088,7929,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Herbaceous,Developed
921,921,1,5,2067,7291,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
922,922,3,5,2085,7298,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-High Intensity,Developed-High Intensity
923,923,20264,7,2072,7305,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
924,924,752,7,2072,9315,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Native Ruderal Forest,Conifer-Hardwood
925,925,17886,7,2072,7321,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Mesophytic Forest,Hardwood
926,926,4433,7,2067,7321,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Mesophytic Forest,Hardwood
927,927,31,7,2067,7976,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
928,928,373,7,2072,7974,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Row Crop,Agricultural
929,929,167,7,2067,7974,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Row Crop,Agricultural
930,930,647,7,2067,9315,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Native Ruderal Forest,Conifer-Hardwood
931,931,7718,7,2067,7305,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
932,932,7,7,2067,9726,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
933,933,25,7,2072,7976,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
934,934,1723,7,2072,7977,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Pasture and Hayland,Agricultural
935,935,342,7,2072,9817,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Meadow,Exotic Herbaceous
936,936,311,7,2067,9817,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Meadow,Exotic Herbaceous
937,937,562,7,2067,7299,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Roads,Developed-Roads
938,938,297,7,2088,7305,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
939,939,729,7,2088,7321,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Mesophytic Forest,Hardwood
940,940,16,7,2067,7909,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Shrubland,Developed
941,941,30,7,2067,7296,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Low Intensity,Developed-Low Intensity
942,942,876,7,2072,7299,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Roads,Developed-Roads
943,943,51,7,2072,7909,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Shrubland,Developed
944,944,2272,7,2085,7321,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Mesophytic Forest,Hardwood
945,945,196,7,2067,7905,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Deciduous Forest,Developed
946,946,1209,7,2067,7977,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Pasture and Hayland,Agricultural
947,947,15,7,2067,7908,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Herbaceous,Developed
948,948,636,7,2085,7305,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
949,949,14,7,2072,7929,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
950,950,282,7,2084,7305,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
951,951,118,7,2085,9315,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Native Ruderal Forest,Conifer-Hardwood
952,952,1094,7,2084,7321,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Mesophytic Forest,Hardwood
953,953,48,7,2084,9315,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Forest,Conifer-Hardwood
954,954,310,7,2085,7977,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Pasture and Hayland,Agricultural
955,955,3,5,2088,7906,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Evergreen Forest,Developed
956,956,69,7,2084,7977,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Pasture and Hayland,Agricultural
957,957,395,7,11,7292,223De03,,Open Water,0,0,0,0,Open Water,Open Water
958,958,223,7,2079,7305,223De03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
959,959,62,7,2085,9817,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Meadow,Exotic Herbaceous
960,960,6,5,2072,7401,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
961,961,2,5,2067,7401,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
